,location,total_sqft,bath,price,bhk
513,Anjanapura,1500.0,3.0,121.0,3
514,Anjanapura,1070.0,2.0,37.0,2
515,Anjanapura,950.0,2.0,40.0,2
516,Anjanapura,1280.0,2.0,45.0,3
517,Anjanapura,710.0,2.0,25.0,2
518,Anjanapura,950.0,2.0,32.0,2
519,Anjanapura,1843.0,3.0,87.54,3
520,Anjanapura,1076.0,2.0,30.13,2
521,Anjanapura,950.0,2.0,30.0,2
522,Ardendale,1100.0,2.0,43.25,2
523,Ardendale,1750.0,3.0,100.0,3
524,Ardendale,3198.0,4.0,200.0,4
525,Ardendale,2422.0,4.0,160.0,4
526,Ardendale,1750.0,3.0,100.0,3
527,Ardendale,3200.0,4.0,205.0,4
528,Ardendale,1728.0,3.0,95.0,3
529,Ardendale,1100.0,2.0,48.0,2
530,Ardendale,2062.0,3.0,140.0,4
531,Ardendale,1732.46,3.0,92.0,3
532,Ardendale,2062.0,3.0,150.0,4
533,Ardendale,2800.0,4.0,140.0,4
534,Ardendale,1224.0,2.0,70.0,2
535,Ardendale,1777.26,3.0,105.0,3
536,Ardendale,1650.0,3.0,82.0,3
537,Ardendale,2062.0,3.0,140.0,4
538,Ardendale,1650.0,3.0,82.0,3
539,Ardendale,1224.0,2.0,67.0,2
540,Ardendale,1723.0,3.0,95.0,3
541,Ardendale,1777.26,3.0,89.0,3
542,Ardendale,1777.26,3.0,92.0,3
543,Arekere,2060.0,3.0,140.0,3
544,Arekere,920.0,2.0,40.0,2
545,Arekere,1740.0,2.0,95.0,3
546,Arekere,2072.0,3.0,108.0,3
547,Arekere,1100.0,2.0,55.0,2
548,Arekere,900.0,2.0,50.0,2
549,Arekere,2710.0,6.0,142.0,4
550,Arekere,1240.0,2.0,60.0,2
551,Arekere,900.0,2.0,44.5,2
552,Attibele,450.0,1.0,11.0,1
553,Attibele,656.0,2.0,25.0,2
554,Attibele,500.0,1.0,17.0,1
555,Attibele,2168.0,4.0,95.0,4
556,Attibele,418.0,1.0,12.0,1
557,Attibele,1350.0,3.0,85.0,3
558,Attibele,695.0,1.0,25.0,2
559,Attibele,850.0,1.0,25.0,2
560,Attibele,2400.0,3.0,120.0,3
561,Attibele,450.0,1.0,12.5,1
562,Attibele,782.0,1.0,19.55,1
563,Attibele,656.0,2.0,25.0,2
564,Attibele,460.0,1.0,13.0,1
565,Attibele,418.0,2.0,11.5,1
566,Attibele,1000.0,2.0,42.0,2
567,Attibele,550.0,1.0,11.5,1
568,Attibele,1000.0,3.0,90.0,3
569,Attibele,1200.0,3.0,105.0,3
570,Attibele,1200.0,3.0,110.0,3
571,Attibele,656.0,2.0,25.0,2
572,Attibele,1500.0,3.0,90.0,3
573,Attibele,520.0,1.0,15.0,1
574,BEML Layout,1060.0,2.0,55.0,2
575,BEML Layout,2000.0,3.0,85.0,3
576,BEML Layout,999.0,2.0,45.0,2
577,BEML Layout,2400.0,4.0,225.0,5
578,BEML Layout,2000.0,2.0,85.0,3
579,BEML Layout,1194.0,2.0,65.0,2
580,BEML Layout,1200.0,2.0,67.0,2
581,BEML Layout,2000.0,3.0,85.0,3
582,BEML Layout,2000.0,3.0,85.0,3
583,BEML Layout,1194.0,2.0,65.0,2
584,BTM 2nd Stage,1260.0,5.0,185.0,3
585,BTM 2nd Stage,950.0,2.0,52.0,2
586,BTM 2nd Stage,1850.0,3.0,170.0,3
587,BTM 2nd Stage,1200.0,2.0,80.0,2
588,BTM 2nd Stage,1274.0,2.0,70.0,2
589,BTM 2nd Stage,1200.0,2.0,35.0,2
590,BTM 2nd Stage,1250.0,3.0,50.0,3
591,BTM 2nd Stage,1070.0,2.0,48.0,2
592,BTM 2nd Stage,1280.0,2.0,80.0,2
593,BTM 2nd Stage,1100.0,2.0,70.0,2
594,BTM 2nd Stage,1000.0,2.0,58.0,2
595,BTM 2nd Stage,800.0,2.0,175.0,2
596,BTM 2nd Stage,1265.0,2.0,55.0,2
597,BTM 2nd Stage,2200.0,3.0,220.0,3
598,BTM 2nd Stage,965.0,2.0,56.0,2
599,BTM 2nd Stage,1147.0,2.0,75.0,2
600,BTM 2nd Stage,1750.0,3.0,172.0,3
601,BTM 2nd Stage,1400.0,2.0,90.0,2
602,BTM 2nd Stage,1200.0,2.0,70.0,2
603,BTM 2nd Stage,1100.0,2.0,47.0,2
604,BTM 2nd Stage,930.0,2.0,46.0,2
605,BTM 2nd Stage,1265.0,2.0,55.0,3
606,BTM Layout,1150.0,2.0,63.0,2
607,BTM Layout,3300.0,6.0,165.0,6
608,BTM Layout,1450.0,2.0,81.0,3
609,BTM Layout,1776.0,2.0,75.0,3
610,BTM Layout,1458.0,3.0,79.0,3
611,BTM Layout,935.0,2.0,51.5,2
612,BTM Layout,1020.0,2.0,46.5,2
613,BTM Layout,1600.0,3.0,112.0,3
614,BTM Layout,1300.0,2.0,75.0,3
615,BTM Layout,1540.0,2.0,78.0,3
616,BTM Layout,450.0,1.0,20.0,1
617,BTM Layout,1196.0,2.0,56.81,2
618,BTM Layout,1470.0,2.0,99.0,3
619,Babusapalaya,1213.0,2.0,41.39,3
620,Babusapalaya,1611.0,2.0,66.0,3
621,Babusapalaya,1167.0,2.0,39.98,3
622,Babusapalaya,1675.0,3.0,75.0,3
623,Babusapalaya,1141.0,2.0,46.0,2
624,Babusapalaya,1500.0,2.0,57.0,2
625,Babusapalaya,1050.0,2.0,45.0,2
626,Babusapalaya,1141.0,2.0,45.9,2
627,Babusapalaya,1230.0,3.0,53.0,3
628,Babusapalaya,1105.0,2.0,40.0,2
629,Babusapalaya,1410.0,2.0,65.0,3
630,Babusapalaya,1305.0,2.0,70.0,2
631,Babusapalaya,1450.0,2.0,55.99,2
632,Babusapalaya,1100.0,2.0,38.0,2
633,Babusapalaya,1213.0,2.0,36.37,3
634,Babusapalaya,1061.0,2.0,33.84,2
635,Babusapalaya,1061.0,2.0,38.95,2
636,Babusapalaya,1061.0,2.0,34.0,2
637,Babusapalaya,1245.0,2.0,58.0,2
638,Badavala Nagar,1494.0,2.0,94.55,3
639,Badavala Nagar,1274.0,2.0,81.0,2
640,Badavala Nagar,1842.0,3.0,115.0,3
641,Badavala Nagar,1494.0,2.0,94.55,3
642,Badavala Nagar,1274.0,2.0,81.0,2
643,Badavala Nagar,1494.0,2.0,94.55,3
644,Badavala Nagar,1842.0,3.0,115.0,3
645,Badavala Nagar,1842.0,3.0,115.0,3
646,Badavala Nagar,1842.0,3.0,115.0,3
647,Badavala Nagar,1274.0,2.0,90.0,2
648,Badavala Nagar,1274.0,2.0,90.0,2
649,Balagere,1210.0,2.0,80.9,2
650,Balagere,1210.0,2.0,72.0,2
651,Balagere,1205.0,2.0,78.5,2
652,Balagere,790.5,1.0,41.9,1
653,Balagere,1145.0,2.0,65.0,2
654,Balagere,1012.0,2.0,54.59,2
655,Balagere,1012.0,2.0,75.0,2
656,Balagere,1020.07,2.0,68.38,2
657,Balagere,1205.47,2.0,81.0,2
658,Balagere,1007.0,2.0,65.0,2
659,Balagere,1205.0,2.0,70.0,2
660,Balagere,1210.0,2.0,74.0,2
661,Balagere,1210.0,2.0,83.0,2
662,Balagere,1012.0,2.0,54.59,2
663,Balagere,1012.0,2.0,64.0,2
664,Balagere,1007.0,2.0,62.0,2
665,Balagere,1007.0,2.0,67.0,2
666,Balagere,1007.0,2.0,66.0,2
667,Balagere,1012.0,2.0,53.58,2
668,Balagere,1007.0,2.0,75.0,2
669,Balagere,1007.0,2.0,53.0,2
670,Balagere,1210.0,2.0,69.0,2
671,Balagere,790.5,1.0,42.295,1
672,Balagere,1012.0,2.0,65.0,2
673,Balagere,1210.0,2.0,82.0,2
674,Balagere,661.0,1.0,33.0,1
675,Balagere,1205.0,2.0,73.87,2
676,Balagere,1012.0,2.0,70.0,2
677,Balagere,1007.0,2.0,68.0,2
678,Balagere,1205.0,2.0,67.0,2
679,Balagere,1205.0,2.0,79.0,2
680,Balagere,1012.0,2.0,68.0,2
681,Banashankari,1200.0,2.0,42.0,3
682,Banashankari,1077.0,2.0,37.64,2
683,Banashankari,1470.0,2.0,88.64,3
684,Banashankari,1300.0,2.0,75.0,3
685,Banashankari,1800.0,3.0,115.0,3
686,Banashankari,1125.0,2.0,63.0,2
687,Banashankari,1340.0,2.0,53.6,3
688,Banashankari,1310.0,2.0,80.0,2
689,Banashankari,2600.0,4.0,135.0,3
690,Banashankari,1900.0,2.0,170.0,3
691,Banashankari,1260.0,2.0,75.0,2
692,Banashankari,1170.0,2.0,46.79,2
693,Banashankari,2500.0,4.0,95.0,4
694,Banashankari,1350.0,2.0,83.0,3
695,Banashankari,1425.0,3.0,49.88,3
696,Banashankari,1330.0,2.0,78.0,2
697,Banashankari,1400.0,2.0,78.0,3
698,Banashankari,1700.0,3.0,125.0,3
699,Banashankari,1020.0,2.0,40.79,2
700,Banashankari,1600.0,2.0,63.98,2
701,Banashankari,1041.0,2.0,36.44,2
702,Banashankari,2400.0,1.0,200.0,1
703,Banashankari,1390.0,2.0,86.0,2
704,Banashankari,1460.0,2.0,70.0,2
705,Banashankari,1200.0,2.0,60.0,2
706,Banashankari,1290.0,2.0,80.0,2
707,Banashankari,1186.0,2.0,65.0,2
708,Banashankari,1650.0,3.0,101.0,3
709,Banashankari,1300.0,2.0,55.0,3
710,Banashankari,1181.0,2.0,75.0,2
711,Banashankari,1105.0,2.0,90.0,2
712,Banashankari,720.0,1.0,60.0,1
713,Banashankari,1040.0,2.0,45.0,2
714,Banashankari,1330.0,2.0,77.0,2
715,Banashankari,1200.0,2.0,49.0,2
716,Banashankari,1185.0,2.0,67.0,2
717,Banashankari,1000.0,2.0,50.0,2
718,Banashankari,1650.0,3.0,90.75,3
719,Banashankari,1650.0,3.0,101.0,3
720,Banashankari,1310.0,2.0,80.43,2
721,Banashankari,600.0,1.0,27.0,2
722,Banashankari,1430.0,2.0,87.8,2
723,Banashankari,1020.0,2.0,42.83,2
724,Banashankari,1372.0,2.0,48.02,3
725,Banashankari,1540.0,3.0,80.0,3
726,Banashankari,1195.0,2.0,35.84,2
727,Banashankari,1683.0,3.0,115.0,3
728,Banashankari,1800.0,3.0,125.0,3
729,Banashankari,1175.0,2.0,41.13,2
730,Banashankari,1750.0,2.0,89.0,3
731,Banashankari,1800.0,3.0,175.0,3
732,Banashankari,1450.0,2.0,50.75,2
733,Banashankari,1770.0,3.0,108.0,3
734,Banashankari,1800.0,3.0,125.0,3
735,Banashankari,1200.0,2.0,42.0,3
736,Banashankari,1886.0,3.0,205.0,3
737,Banashankari,1420.0,3.0,66.0,3
738,Banashankari,1200.0,3.0,74.52,3
739,Banashankari,1100.0,2.0,63.0,2
740,Banashankari,1020.0,2.0,40.79,2
741,Banashankari,1260.0,2.0,75.0,2
742,Banashankari,1040.0,2.0,109.0,3
743,Banashankari,1340.0,2.0,53.6,3
744,Banashankari,1426.0,3.0,85.0,3
745,Banashankari Stage II,1700.0,2.0,150.0,2
746,Banashankari Stage II,1200.0,2.0,150.0,4
747,Banashankari Stage II,1500.0,2.0,120.0,3
748,Banashankari Stage II,1250.0,2.0,110.0,2
749,Banashankari Stage II,1260.0,2.0,95.0,3
750,Banashankari Stage II,2400.0,2.0,300.0,3
751,Banashankari Stage II,1400.0,2.0,100.0,2
752,Banashankari Stage II,2800.0,3.0,425.0,5
753,Banashankari Stage II,1200.0,2.0,198.0,3
754,Banashankari Stage II,1245.0,2.0,125.0,2
755,Banashankari Stage III,8500.0,4.0,145.0,4
756,Banashankari Stage III,1305.0,2.0,58.7,3
757,Banashankari Stage III,1145.0,2.0,58.4,2
758,Banashankari Stage III,1650.0,3.0,118.0,3
759,Banashankari Stage III,1350.0,2.0,68.0,3
760,Banashankari Stage III,2000.0,4.0,100.0,4
761,Banashankari Stage III,1305.0,2.0,59.0,3
762,Banashankari Stage III,1305.0,2.0,60.0,3
763,Banashankari Stage III,1305.0,2.0,59.0,3
764,Banashankari Stage III,1480.0,3.0,75.48,3
765,Banashankari Stage III,1305.0,2.0,59.0,3
766,Banashankari Stage III,1304.0,2.0,111.0,2
767,Banashankari Stage III,3000.0,6.0,150.0,6
768,Banashankari Stage III,1085.0,2.0,50.0,2
769,Banashankari Stage III,1500.0,2.0,100.0,3
770,Banashankari Stage III,2100.0,3.0,147.0,4
771,Banashankari Stage III,1420.0,2.0,95.0,3
772,Banashankari Stage V,1300.0,2.0,58.5,3
773,Banashankari Stage V,1305.0,2.0,49.0,3
774,Banashankari Stage V,1035.0,2.0,35.77,2
775,Banashankari Stage V,1355.0,2.0,61.0,3
776,Banashankari Stage V,1510.0,3.0,47.57,3
777,Banashankari Stage V,1650.0,3.0,51.98,3
778,Banashankari Stage V,1630.0,3.0,51.35,3
779,Banashankari Stage V,1510.0,3.0,47.57,3
780,Banashankari Stage V,1315.0,2.0,49.0,3
781,Banashankari Stage V,1540.0,3.0,48.51,3
782,Banashankari Stage V,920.0,2.0,41.5,2
783,Banashankari Stage VI,1177.5,2.0,59.935,2
784,Banashankari Stage VI,4800.0,4.0,190.0,4
785,Banashankari Stage VI,1160.0,2.0,59.0,2
786,Banashankari Stage VI,1180.0,2.0,59.47,2
787,Banashankari Stage VI,1423.0,2.0,71.73,3
788,Banashankari Stage VI,1392.0,3.0,69.46,3
789,Banashankari Stage VI,1410.5,2.0,70.385,3
790,Banashankari Stage VI,4800.0,3.0,200.0,4
791,Banaswadi,1184.0,2.0,53.0,2
792,Banaswadi,1145.0,2.0,55.0,2
793,Banaswadi,1250.0,2.0,60.0,2
794,Banaswadi,1365.0,2.0,73.0,2
795,Banaswadi,1903.0,6.0,140.0,5
796,Banaswadi,1222.0,2.0,80.0,2
797,Banaswadi,870.0,2.0,38.0,2
798,Banaswadi,1200.0,2.0,60.0,2
799,Banaswadi,1600.0,3.0,74.5,3
800,Banaswadi,527.0,1.0,35.0,1
801,Banaswadi,1340.0,2.0,73.0,2
802,Banaswadi,1008.0,2.0,52.0,2
803,Banaswadi,2250.0,5.0,240.0,5
804,Banaswadi,1105.0,2.0,57.0,2
805,Banjara Layout,1200.0,2.0,70.0,2
806,Banjara Layout,1050.0,2.0,64.8,2
807,Banjara Layout,900.0,3.0,79.0,3
808,Banjara Layout,3750.0,5.0,145.0,4
809,Banjara Layout,2500.0,4.0,140.0,3
810,Banjara Layout,1200.0,4.0,105.0,4
811,Bannerghatta,1665.0,3.0,110.0,3
812,Bannerghatta,2370.0,4.0,195.0,3
813,Bannerghatta,1100.0,2.0,66.0,2
814,Bannerghatta,1113.0,2.0,70.0,2
815,Bannerghatta,1200.0,2.0,73.2,2
816,Bannerghatta,1070.0,2.0,87.0,2
817,Bannerghatta,1776.0,3.0,124.0,3
818,Bannerghatta,1776.0,3.0,150.0,3
819,Bannerghatta Road,500.0,1.0,18.5,1
820,Bannerghatta Road,1050.0,2.0,65.0,2
821,Bannerghatta Road,1200.0,2.0,125.0,4
822,Bannerghatta Road,1170.0,2.0,66.0,3
823,Bannerghatta Road,595.0,1.0,33.32,1
824,Bannerghatta Road,1445.0,3.0,95.0,3
825,Bannerghatta Road,1640.0,2.0,120.0,3
826,Bannerghatta Road,1380.0,3.0,58.0,4
827,Bannerghatta Road,1460.0,2.0,90.0,3
828,Bannerghatta Road,1556.0,2.0,59.13,3
829,Bannerghatta Road,1179.0,2.0,66.02,2
830,Bannerghatta Road,1122.5,2.0,58.935,2
831,Bannerghatta Road,793.0,2.0,45.0,2
832,Bannerghatta Road,1484.0,3.0,52.5,3
833,Bannerghatta Road,1400.0,2.0,78.0,2
834,Bannerghatta Road,2700.0,5.0,158.0,5
835,Bannerghatta Road,1215.0,2.0,50.0,2
836,Bannerghatta Road,1654.0,3.0,100.0,3
837,Bannerghatta Road,1181.0,2.0,55.0,2
838,Bannerghatta Road,1460.0,2.0,72.0,3
839,Bannerghatta Road,1200.0,2.0,75.0,2
840,Bannerghatta Road,1760.0,3.0,67.0,3
841,Bannerghatta Road,595.0,1.0,31.83,1
842,Bannerghatta Road,1105.0,2.0,51.0,2
843,Bannerghatta Road,1255.0,2.0,65.26,2
844,Bannerghatta Road,1550.0,3.0,78.0,3
845,Bannerghatta Road,1550.0,3.0,82.0,3
846,Bannerghatta Road,1550.0,2.0,75.0,3
847,Bannerghatta Road,1650.0,3.0,122.0,3
848,Bannerghatta Road,912.0,2.0,55.0,2
849,Bannerghatta Road,1218.0,2.0,73.0,2
850,Bannerghatta Road,1427.0,2.0,48.51,3
851,Bannerghatta Road,1115.0,2.0,65.12,2
852,Bannerghatta Road,1344.0,2.0,42.0,3
853,Bannerghatta Road,1893.0,3.0,100.0,3
854,Bannerghatta Road,1600.0,3.0,95.0,3
855,Bannerghatta Road,1275.0,2.0,65.0,2
856,Bannerghatta Road,892.0,2.0,39.0,2
857,Bannerghatta Road,1880.0,3.0,95.0,3
858,Bannerghatta Road,1260.0,2.0,70.0,2
859,Bannerghatta Road,1788.0,3.0,90.0,3
860,Bannerghatta Road,1157.0,2.0,40.0,2
861,Bannerghatta Road,1150.0,2.0,65.0,2
862,Bannerghatta Road,1100.0,2.0,39.0,2
863,Bannerghatta Road,1400.0,3.0,68.0,3
864,Bannerghatta Road,1725.0,3.0,110.0,3
865,Bannerghatta Road,1850.0,6.0,150.0,6
866,Bannerghatta Road,950.0,2.0,38.0,2
867,Bannerghatta Road,1220.0,2.0,80.0,2
868,Bannerghatta Road,1130.0,2.0,78.0,2
869,Bannerghatta Road,1350.0,2.0,51.0,3
870,Bannerghatta Road,1486.0,3.0,83.22,3
871,Bannerghatta Road,1460.0,2.0,75.0,3
872,Bannerghatta Road,1015.0,2.0,48.0,2
873,Bannerghatta Road,1115.0,2.0,61.0,2
874,Bannerghatta Road,1136.0,2.0,48.0,2
875,Bannerghatta Road,1200.0,2.0,69.0,3
876,Bannerghatta Road,1465.0,2.0,76.0,3
877,Bannerghatta Road,1302.5,2.0,67.73,2
878,Bannerghatta Road,1200.0,2.0,65.0,2
879,Bannerghatta Road,1240.0,2.0,65.0,2
880,Bannerghatta Road,1476.0,3.0,125.0,3
881,Bannerghatta Road,1100.0,2.0,52.0,3
882,Bannerghatta Road,1532.5,3.0,84.29,3
883,Bannerghatta Road,1465.0,2.0,45.87,3
884,Bannerghatta Road,1268.0,2.0,69.0,2
885,Bannerghatta Road,1450.0,2.0,87.0,3
886,Bannerghatta Road,2932.0,5.0,195.0,4
887,Bannerghatta Road,1450.0,3.0,44.0,3
888,Bannerghatta Road,1625.0,2.0,75.0,3
889,Bannerghatta Road,960.0,2.0,58.0,2
890,Bannerghatta Road,1750.0,3.0,130.0,3
891,Bannerghatta Road,1275.0,2.0,73.0,2
892,Bannerghatta Road,1430.0,3.0,59.0,3
893,Bannerghatta Road,1240.0,2.0,71.0,2
894,Bannerghatta Road,1305.0,2.0,60.0,3
895,Bannerghatta Road,1215.0,2.0,68.0,2
896,Bannerghatta Road,1215.0,2.0,68.0,2
897,Bannerghatta Road,1894.0,3.0,115.0,3
898,Bannerghatta Road,1655.0,2.0,62.89,3
899,Bannerghatta Road,1693.0,3.0,89.0,3
900,Bannerghatta Road,1280.0,2.0,60.16,2
901,Bannerghatta Road,3230.0,5.0,165.0,4
902,Bannerghatta Road,630.0,1.0,35.0,1
903,Bannerghatta Road,1215.0,2.0,68.0,2
904,Bannerghatta Road,1365.0,3.0,76.18,3
905,Bannerghatta Road,1115.0,2.0,78.0,2
906,Bannerghatta Road,1532.5,3.0,79.465,3
907,Bannerghatta Road,1535.0,3.0,60.0,3
908,Bannerghatta Road,1655.0,3.0,90.0,3
909,Bannerghatta Road,1247.0,2.0,47.39,2
910,Bannerghatta Road,1237.5,2.0,49.49,2
911,Bannerghatta Road,1650.0,3.0,94.0,3
912,Bannerghatta Road,905.0,2.0,65.0,2
913,Bannerghatta Road,1000.0,2.0,50.0,2
914,Bannerghatta Road,2185.0,3.0,120.0,4
915,Bannerghatta Road,1012.0,2.0,45.0,2
916,Bannerghatta Road,1725.0,3.0,85.0,3
917,Bannerghatta Road,1460.0,2.0,80.0,3
918,Bannerghatta Road,1340.0,2.0,85.0,2
919,Bannerghatta Road,1711.0,3.0,125.0,3
920,Bannerghatta Road,1520.0,2.0,81.0,3
921,Bannerghatta Road,2826.0,3.0,148.0,3
922,Bannerghatta Road,1115.0,2.0,61.0,2
923,Bannerghatta Road,1154.0,2.0,47.0,2
924,Bannerghatta Road,1000.0,2.0,44.5,2
925,Bannerghatta Road,1250.0,2.0,48.0,2
926,Bannerghatta Road,1640.0,3.0,105.0,3
927,Bannerghatta Road,1656.0,2.0,62.93,3
928,Bannerghatta Road,1012.0,2.0,44.0,2
929,Bannerghatta Road,1527.0,3.0,115.0,3
930,Bannerghatta Road,1660.0,3.0,85.0,3
931,Bannerghatta Road,1880.0,3.0,96.5,3
932,Bannerghatta Road,1550.0,3.0,96.0,3
933,Bannerghatta Road,1200.0,2.0,78.0,2
934,Bannerghatta Road,1885.0,3.0,125.0,3
935,Bannerghatta Road,1453.0,2.0,73.0,3
936,Bannerghatta Road,1450.0,2.0,78.0,3
937,Bannerghatta Road,700.0,1.0,31.2,1
938,Bannerghatta Road,1630.0,3.0,68.0,3
939,Bannerghatta Road,1400.0,3.0,69.0,3
940,Bannerghatta Road,905.0,2.0,58.0,2
941,Bannerghatta Road,1465.0,2.0,75.0,3
942,Bannerghatta Road,1920.0,3.0,122.0,3
943,Bannerghatta Road,2400.0,4.0,180.0,4
944,Bannerghatta Road,1660.0,3.0,80.0,3
945,Bannerghatta Road,1270.0,2.0,45.0,2
946,Bannerghatta Road,1520.0,2.0,80.0,3
947,Bannerghatta Road,1270.0,2.0,73.0,3
948,Bannerghatta Road,1846.0,3.0,120.0,3
949,Bannerghatta Road,3000.0,4.0,140.0,4
950,Bannerghatta Road,1122.5,2.0,61.74,2
951,Bannerghatta Road,1655.0,3.0,95.0,3
952,Bannerghatta Road,1206.0,2.0,53.0,2
953,Bannerghatta Road,1150.0,2.0,55.0,2
954,Bannerghatta Road,1215.0,2.0,65.0,2
955,Bannerghatta Road,1510.0,2.0,110.0,3
956,Bannerghatta Road,1022.0,2.0,35.0,2
957,Bannerghatta Road,1246.0,2.0,47.35,2
958,Bannerghatta Road,1470.0,2.0,85.0,3
959,Bannerghatta Road,1160.0,2.0,45.0,2
960,Bannerghatta Road,970.0,2.0,57.0,2
961,Bannerghatta Road,1527.0,3.0,142.0,3
962,Basavangudi,2200.0,2.0,162.0,3
963,Basavangudi,1500.0,2.0,143.0,3
964,Basavangudi,1850.0,3.0,168.0,3
965,Basavangudi,600.0,1.0,97.5,1
966,Basavangudi,1036.0,2.0,105.0,2
967,Basavangudi,2500.0,4.0,150.0,4
968,Basavangudi,1600.0,2.0,160.0,3
969,Basavangudi,1560.0,2.0,145.0,2
970,Basavangudi,1825.0,3.0,175.0,3
971,Basavangudi,1800.0,3.0,195.0,3
972,Basavangudi,1100.0,2.0,93.0,2
973,Basavangudi,670.0,1.0,50.0,1
974,Basavangudi,1542.14,3.0,120.0,3
975,Basavangudi,1050.0,2.0,103.0,2
976,Basavangudi,1350.0,2.0,130.0,3
977,Basavangudi,1485.0,3.0,140.0,3
978,Basavangudi,1180.0,2.0,124.0,2
979,Basavangudi,1600.0,3.0,130.0,3
980,Basavangudi,1200.0,2.0,120.0,2
981,Basavangudi,1850.0,3.0,150.0,3
982,Basavangudi,2453.0,3.0,250.0,4
983,Basavangudi,1650.0,3.0,125.0,3
984,Basaveshwara Nagar,1200.0,2.0,65.0,2
985,Basaveshwara Nagar,1865.0,3.0,145.0,3
986,Basaveshwara Nagar,1200.0,2.0,90.0,2
987,Basaveshwara Nagar,2400.0,4.0,310.0,5
988,Basaveshwara Nagar,1200.0,2.0,80.0,2
989,Basaveshwara Nagar,900.0,2.0,60.0,2
990,Basaveshwara Nagar,1900.0,3.0,150.0,3
991,Basaveshwara Nagar,1200.0,2.0,85.0,2
992,Basaveshwara Nagar,1200.0,2.0,70.0,2
993,Basaveshwara Nagar,1200.0,1.0,180.0,2
994,Basaveshwara Nagar,1200.0,3.0,190.0,3
995,Battarahalli,1200.0,2.0,65.0,2
996,Battarahalli,1779.0,3.0,89.61,3
997,Battarahalli,1300.0,2.0,50.0,2
998,Battarahalli,1945.0,3.0,97.42,3
999,Battarahalli,1777.0,3.0,100.0,3
1000,Battarahalli,1135.0,2.0,43.0,2
1001,Battarahalli,1276.0,2.0,45.0,2
1002,Battarahalli,1880.0,3.0,94.36,3
1003,Battarahalli,1071.0,2.0,62.0,2
1004,Battarahalli,1165.0,2.0,43.0,2
1005,Battarahalli,1636.0,2.0,82.89,2
1006,Battarahalli,1779.0,3.0,90.0,3
1007,Battarahalli,1516.0,3.0,65.0,3
1008,Battarahalli,1090.0,2.0,38.37,2
1009,Battarahalli,2082.0,3.0,104.0,3
1010,Battarahalli,2024.0,3.0,103.0,3
1011,Battarahalli,1097.0,2.0,49.0,2
1012,Begur,1664.0,4.0,65.0,4
1013,Begur,1419.0,2.0,59.0,3
1014,Begur,1580.0,3.0,75.0,3
1015,Begur,1559.0,3.0,63.0,3
1016,Begur,1445.0,2.0,47.1,3
1017,Begur,1475.0,2.0,74.0,3
1018,Begur,1100.0,2.0,55.0,2
1019,Begur,1306.0,2.0,65.0,2
1020,Begur,1304.0,3.0,65.0,3
1021,Begur,1411.0,2.0,60.0,3
1022,Begur,815.0,2.0,40.0,2
1023,Begur,1443.0,2.0,70.0,3
1024,Begur,1200.0,2.0,33.0,2
1025,Begur Road,1200.0,2.0,44.0,2
1026,Begur Road,1200.0,2.0,46.8,2
1027,Begur Road,1160.0,2.0,44.0,2
1028,Begur Road,1584.0,3.0,65.0,3
1029,Begur Road,1500.0,2.0,54.0,3
1030,Begur Road,1615.0,3.0,59.76,3
1031,Begur Road,1200.0,2.0,43.2,2
1032,Begur Road,1160.0,2.0,44.08,2
1033,Begur Road,1200.0,2.0,45.0,2
1034,Begur Road,1615.0,3.0,60.0,3
1035,Begur Road,1410.0,2.0,53.0,3
1036,Begur Road,1200.0,2.0,37.8,2
1037,Begur Road,970.0,2.0,27.0,2
1038,Begur Road,1160.0,2.0,40.59,2
1039,Begur Road,1260.0,2.0,46.62,2
1040,Begur Road,1600.0,3.0,58.14,3
1041,Begur Road,1634.0,3.0,83.33,3
1042,Begur Road,1410.0,2.0,44.42,3
1043,Begur Road,1160.0,2.0,36.0,2
1044,Begur Road,1500.0,2.0,70.0,3
1045,Begur Road,1160.0,2.0,42.0,2
1046,Begur Road,1240.0,2.0,39.06,2
1047,Begur Road,1200.0,2.0,45.0,2
1048,Begur Road,1500.0,2.0,55.0,3
1049,Begur Road,1410.0,2.0,52.17,3
1050,Begur Road,1615.0,3.0,58.0,3
1051,Begur Road,1583.0,3.0,74.4,3
1052,Begur Road,1170.0,2.0,46.0,2
1053,Begur Road,1160.0,2.0,42.92,2
1054,Begur Road,1410.0,2.0,52.17,3
1055,Begur Road,1410.0,2.0,50.06,3
1056,Begur Road,1225.0,2.0,35.52,2
1057,Begur Road,1565.0,2.0,59.76,3
1058,Begur Road,1160.0,2.0,42.0,2
1059,Begur Road,1400.0,2.0,50.06,3
1060,Begur Road,1410.0,2.0,53.58,3
1061,Begur Road,1200.0,2.0,45.0,2
1062,Begur Road,1200.0,2.0,42.6,2
1063,Begur Road,1160.0,2.0,42.0,2
1064,Begur Road,1334.0,2.0,42.69,2
1065,Begur Road,1565.0,2.0,57.91,3
1066,Begur Road,1933.0,3.0,98.0,3
1067,Begur Road,1200.0,2.0,45.6,2
1068,Begur Road,1215.0,2.0,43.13,2
1069,Begur Road,1444.0,2.0,71.5,3
1070,Begur Road,1160.0,2.0,36.54,2
1071,Begur Road,1200.0,2.0,44.4,2
1072,Begur Road,1260.0,2.0,39.69,2
1073,Begur Road,1160.0,2.0,44.0,2
1074,Begur Road,1410.0,2.0,49.34,3
